R1,G1,B1,R2,G2,B2,Count,Norm,Norm_with_weight
239,225,192,182,171,176,11,19.7522211778896,0.016185957119821747
163,152,177,233,107,108,11,53.06579901728856,39.87157158157537
147,136,110,163,152,177,11,28.51230044092918,9.304468767766998
165,148,123,182,171,176,11,16.884566429101316,3.5432725789571338
147,136,110,245,125,127,11,46.49325482900561,8.518201586670568
247,152,156,163,152,177,11,36.65483537473876,9.697731383277794
147,136,110,211,124,143,11,37.86587201853823,23.632468793307133
247,152,156,104,92,102,11,33.808680488528275,3.5651470672452486e-08
245,125,127,147,136,110,11,46.49325482900561,8.518201586670568
239,177,189,147,136,110,11,27.60238830344338,0.0036298540185811653
239,177,189,173,160,127,11,29.646110678456377,1.6872336318955827
104,92,102,247,152,156,11,33.808680488528275,3.5651470672452486e-08
211,124,143,112,100,87,11,33.86066787566867,0.030246393735670375
239,225,192,194,106,132,11,41.791009089590446,2.4083616387659586e-09
211,124,143,203,189,203,11,30.160158080013357,0.15408055280508393
165,140,132,138,123,133,12,11.104204904024888,4.129916801871747
203,189,203,112,100,87,12,15.205969716734993,3.585652681709206e-10
87,82,84,182,171,176,12,2.4930202509878554,2.4102543457231425e-11
165,148,123,163,152,177,12,27.873420853292217,25.02779215914961
187,179,149,104,92,102,12,22.189261751958323,1.7509253373740694e-08
156,156,132,239,177,189,12,30.194906408953397,0.4801404785526319
182,171,176,187,179,149,12,18.852021682210573,17.587495315876772
182,171,176,233,107,108,12,50.38601802173026,6.047416146747304
112,100,87,211,124,143,12,33.86066787566867,0.030246393735670375
131,115,94,163,152,177,12,26.1870745809861,0.2692551589532579
239,177,189,156,156,132,12,30.194906408953397,0.4801404785526319
239,177,189,245,125,127,12,27.919157764585417,1.6233300066591103
233,107,108,182,171,176,12,50.38601802173026,6.047416146747304
233,107,108,104,92,102,12,50.12589276021611,0.014157848453690084
233,107,108,163,152,177,12,53.06579901728856,39.87157158157537
163,152,177,247,152,156,12,36.65483537473876,9.697731383277794
203,189,203,194,106,132,12,31.2168966501411,0.001159408758822768
147,136,110,194,106,132,12,40.70240498769143,38.944236240508026
222,222,206,163,152,177,12,22.620812812676864,0.00033463403257204033
187,179,149,245,125,127,12,48.30771291906088,19.95097611733896
211,124,143,222,222,206,12,38.92264192790271,4.205778473501004e-05
203,189,203,239,222,222,13,7.5228887797870305,0.4902017537332401
104,92,102,222,222,206,13,15.197144524823274,3.324804848042743e-19
182,171,176,222,222,206,13,11.786921514149977,0.03480765522267292
203,189,203,206,199,177,13,19.22944479277782,17.535231062169608
206,199,177,187,179,149,13,4.557465520818561,1.5313610673282176
163,152,177,87,82,84,13,12.827702799092561,5.691040491143937e-07
255,255,255,163,152,177,13,14.562148591417776,1.6415973572800955e-10
156,156,132,245,125,127,13,50.8748583126113,45.06063946592786
222,222,206,138,123,133,13,15.260490087283156,4.354486028335576e-10
138,123,133,245,125,127,13,45.09573559751117,1.543186181965075
222,222,206,239,177,189,13,27.52994303570717,3.837793764472748
165,140,132,239,177,189,13,16.936889099869934,0.028223795748349195
194,106,132,182,171,176,13,33.2021637309816,0.2746225046412025
163,152,177,82,79,63,13,23.982606509111054,1.0111820682196137e-07
239,177,189,239,225,192,13,28.966991790170137,1.865494543988426
203,189,203,233,107,108,13,50.34432124926673,0.11841170242279363
245,125,127,112,100,87,13,44.97122357357603,0.0010497234017118697
187,179,149,211,124,143,13,39.94743422872172,3.542625485613213
138,123,133,247,152,156,13,32.81857025130972,0.01745915247750009
165,140,132,203,189,203,13,13.03033374922239,0.022343439723895867
239,177,189,222,222,206,13,27.52994303570717,3.837793764472748
129,120,101,211,124,143,13,36.6065725042683,3.065297652138968
239,177,189,239,177,189,13,0.0,0.0
211,124,143,131,115,94,13,34.57310553161282,1.518545653494652
82,79,63,239,177,189,13,27.073953765385447,1.1796426084976468e-16
104,92,102,147,136,110,14,20.65612282882562,0.08849933744260348
138,123,133,112,100,87,14,13.472931069892503,1.749949973113593
206,199,177,182,171,176,14,14.403440725072972,2.60405106943742
203,189,203,147,136,110,14,22.101794648523324,0.003006377629819283
239,225,192,104,92,102,14,22.997094492022807,1.5814119428587402e-20
147,136,110,203,189,203,14,22.101794648523324,0.003006377629819283
165,140,132,104,92,102,14,11.769198883649777,0.004757598351767222
