Order1,Order2,Count,Norm,Norm_with_weight,H1,S1,Lt1,H2,S2,Lt2
5,17,11,75.71073393727788,20.690893780870837,359.0,85.71428571428572,59.185,42.16216216216217,14.624505928853749,51.131
7,17,11,58.51660398139068,0.00262668230699658,348.38709677419354,65.95744680851064,73.505,42.16216216216217,14.624505928853749,51.131
7,23,11,56.201883918628724,1.4029141591547845,348.38709677419354,65.95744680851064,73.505,43.043478260869556,21.90476190476191,59.921
11,6,11,81.57213030686754,7.156843043079039e-07,309.99999999999994,6.122448979591837,36.444,357.4736842105263,85.58558558558559,66.9
3,12,11,41.658292239114424,0.13174007698930323,346.8965517241379,49.71428571428571,55.813,31.199999999999996,12.562814070351758,38.847
30,2,11,52.83476835138313,1.5219035756660645e-10,42.127659574468076,59.493670886075954,85.744,342.27272727272725,41.9047619047619,49.293
3,26,11,42.49930681945789,0.03566078834769031,346.8965517241379,49.71428571428571,55.813,300.0,11.864406779660994,74.632
21,16,12,12.963287085080728,4.788747790787278,14.545454545454547,15.492957746478872,56.465,319.99999999999994,6.024096385542164,49.408
26,12,12,17.459421383824587,1.316835982535435e-10,300.0,11.864406779660994,74.632,31.199999999999996,12.562814070351758,38.847
9,24,12,4.056132835160644,4.654060257322233e-11,336.0000000000001,2.958579881656802,32.265,332.7272727272727,7.006369426751603,67.755
22,20,12,29.661772692260048,26.613122607701232,35.71428571428572,18.918918918918923,56.719,266.4,13.812154696132591,59.048
25,11,12,23.424897493351786,1.3477448006301058e-07,47.368421052631575,21.839080459770102,67.245,309.99999999999994,6.122448979591837,36.444
19,7,12,63.38307257355748,0.48188764626859515,60.0,10.81081081081081,57.885,348.38709677419354,65.95744680851064,73.505
24,25,12,21.094540958670937,20.984735109234546,332.7272727272727,7.006369426751603,67.755,47.368421052631575,21.839080459770102,67.245
24,4,12,67.93713792630612,1.1006154349028683,332.7272727272727,7.006369426751603,67.755,359.5238095238095,74.11764705882352,53.398
12,3,12,41.658292239114424,0.13174007698930323,31.199999999999996,12.562814070351758,38.847,346.8965517241379,49.71428571428571,55.813
15,20,12,27.179095906332318,0.32895100145706013,34.05405405405406,16.444444444444436,44.191,266.4,13.812154696132591,59.048
7,19,12,63.38307257355748,0.48188764626859515,348.38709677419354,65.95744680851064,73.505,60.0,10.81081081081081,57.885
7,5,12,24.160944237193885,0.3999791387131065,348.38709677419354,65.95744680851064,73.505,359.0,85.71428571428572,59.185
4,24,12,67.93713792630612,1.1006154349028683,359.5238095238095,74.11764705882352,53.398,332.7272727272727,7.006369426751603,67.755
4,11,12,70.2978078141562,0.22402790293790703,359.5238095238095,74.11764705882352,53.398,309.99999999999994,6.122448979591837,36.444
4,20,12,76.12998355771231,40.20510927773208,359.5238095238095,74.11764705882352,53.398,266.4,13.812154696132591,59.048
20,6,12,86.94808678592,25.334655661668545,266.4,13.812154696132591,59.048,357.4736842105263,85.58558558558559,66.9
26,2,12,34.0734848574096,9.026361033843794e-05,300.0,11.864406779660994,74.632,342.27272727272725,41.9047619047619,49.293
17,2,12,36.810346559101916,34.4042224373474,42.16216216216217,14.624505928853749,51.131,342.27272727272725,41.9047619047619,49.293
28,20,12,32.469982926757915,4.2238920507629835e-05,60.0,19.51219512195122,85.079,266.4,13.812154696132591,59.048
25,5,12,73.05276495471479,19.92628405642182,47.368421052631575,21.839080459770102,67.245,359.0,85.71428571428572,59.185
3,28,12,47.83685993282972,1.7380831596354294e-06,346.8965517241379,49.71428571428571,55.813,60.0,19.51219512195122,85.079
26,29,13,30.541889459059473,0.8170950314932208,300.0,11.864406779660994,74.632,0.0,34.6938775510204,88.087
11,28,13,22.359052918216285,6.368539971358798e-20,309.99999999999994,6.122448979591837,36.444,60.0,19.51219512195122,85.079
24,28,13,20.41580655169164,0.05049103959910616,332.7272727272727,7.006369426751603,67.755,60.0,19.51219512195122,85.079
26,27,13,28.410253286677882,27.257266969452246,300.0,11.864406779660994,74.632,45.51724137931034,22.834645669291344,76.071
27,25,13,1.229502519414066,0.2588392689693321,45.51724137931034,22.834645669291344,76.071,47.368421052631575,21.839080459770102,67.245
20,9,13,13.078243877326187,7.692532522360391e-06,266.4,13.812154696132591,59.048,336.0000000000001,2.958579881656802,32.265
19,5,13,81.02668408862816,78.33547005645693,60.0,10.81081081081081,57.885,359.0,85.71428571428572,59.185
28,16,13,21.397146322393322,1.8984306813008894e-10,60.0,19.51219512195122,85.079,319.99999999999994,6.024096385542164,49.408
16,5,13,81.12131741715667,11.993003794128239,319.99999999999994,6.024096385542164,49.408,359.0,85.71428571428572,59.185
28,7,13,62.603482559463224,4.294937673743434,60.0,19.51219512195122,85.079,348.38709677419354,65.95744680851064,73.505
21,7,13,52.49750216159646,0.15780683550549304,14.545454545454547,15.492957746478872,56.465,348.38709677419354,65.95744680851064,73.505
2,24,13,35.014682174269055,0.03832886216985007,342.27272727272725,41.9047619047619,49.293,332.7272727272727,7.006369426751603,67.755
20,8,13,25.60834252458072,8.739305200490828e-07,266.4,13.812154696132591,59.048,50.52631578947368,13.103448275862073,29.728
7,30,13,56.99281768371868,2.849466386232192,348.38709677419354,65.95744680851064,73.505,42.127659574468076,59.493670886075954,85.744
26,4,13,68.86363144655773,0.008350668465918148,300.0,11.864406779660994,74.632,359.5238095238095,74.11764705882352,53.398
5,12,13,75.38156331409616,0.019259387021026073,359.0,85.71428571428572,59.185,31.199999999999996,12.562814070351758,38.847
25,3,13,43.33895803577005,3.1749966059583703,47.368421052631575,21.839080459770102,67.245,346.8965517241379,49.71428571428571,55.813
16,6,13,80.88773935696689,0.17796609240878003,319.99999999999994,6.024096385542164,49.408,357.4736842105263,85.58558558558559,66.9
21,26,13,16.81761729612648,0.022859185549479816,14.545454545454547,15.492957746478872,56.465,300.0,11.864406779660994,74.632
7,28,13,62.603482559463224,4.294937673743434,348.38709677419354,65.95744680851064,73.505,60.0,19.51219512195122,85.079
14,3,13,43.64776147229311,5.5017501893957546,40.71428571428572,12.173913043478262,45.637,346.8965517241379,49.71428571428571,55.813
7,7,13,0.0,0.0,348.38709677419354,65.95744680851064,73.505,348.38709677419354,65.95744680851064,73.505
3,15,13,40.37476367522063,2.710547346345164,346.8965517241379,49.71428571428571,55.813,34.05405405405406,16.444444444444436,44.191
8,7,13,60.94502113852159,1.3782826365146507e-15,50.52631578947368,13.103448275862073,29.728,348.38709677419354,65.95744680851064,73.505
11,17,14,16.066010691522873,0.21489138984623668,309.99999999999994,6.122448979591837,36.444,42.16216216216217,14.624505928853749,51.131
16,12,14,12.055544574375423,1.2954186922163589,319.99999999999994,6.024096385542164,49.408,31.199999999999996,12.562814070351758,38.847
27,24,14,21.813694861148775,5.4713041514901635,45.51724137931034,22.834645669291344,76.071,332.7272727272727,7.006369426751603,67.755
26,17,14,20.682134810261093,0.00033006447010698354,300.0,11.864406779660994,74.632,42.16216216216217,14.624505928853749,51.131
30,11,14,60.033552434813025,4.654240468736184e-20,42.127659574468076,59.493670886075954,85.744,309.99999999999994,6.122448979591837,36.444
17,26,14,20.682134810261093,0.00033006447010698354,42.16216216216217,14.624505928853749,51.131,300.0,11.864406779660994,74.632
21,11,14,13.999280807520575,0.004618812269372034,14.545454545454547,15.492957746478872,56.465,309.99999999999994,6.122448979591837,36.444
20,23,14,33.325107062961585,32.82111417752464,266.4,13.812154696132591,59.048,43.043478260869556,21.90476190476191,59.921
16,28,14,21.397146322393322,1.8984306813008894e-10,319.99999999999994,6.024096385542164,49.408,60.0,19.51219512195122,85.079
20,13,14,17.799670489675503,0.11800955061447065,266.4,13.812154696132591,59.048,18.749999999999986,7.142857142857142,43.211
16,25,14,22.386476437819557,0.038615054069781045,319.99999999999994,6.024096385542164,49.408,47.368421052631575,21.839080459770102,67.245
29,16,14,30.327370965855895,3.0698220309934174e-12,0.0,34.6938775510204,88.087,319.99999999999994,6.024096385542164,49.408
20,28,14,32.469982926757915,4.2238920507629835e-05,266.4,13.812154696132591,59.048,60.0,19.51219512195122,85.079
12,7,14,57.38039049783298,2.117969228776213e-09,31.199999999999996,12.562814070351758,38.847,348.38709677419354,65.95744680851064,73.505
7,8,14,60.94502113852159,1.3782826365146507e-15,348.38709677419354,65.95744680851064,73.505,50.52631578947368,13.103448275862073,29.728
8,11,14,15.443346662178387,6.265654719568784,50.52631578947368,13.103448275862073,29.728,309.99999999999994,6.122448979591837,36.444
7,21,14,52.49750216159646,0.15780683550549304,348.38709677419354,65.95744680851064,73.505,14.545454545454547,15.492957746478872,56.465
3,19,14,47.7071161873155,43.77928171271775,346.8965517241379,49.71428571428571,55.813,60.0,10.81081081081081,57.885
21,2,14,29.96955419391509,10.71284533700265,14.545454545454547,15.492957746478872,56.465,342.27272727272725,41.9047619047619,49.293
2,27,14,37.62825729485187,2.2236923762768277e-05,342.27272727272725,41.9047619047619,49.293,45.51724137931034,22.834645669291344,76.071
7,14,14,59.305381281851425,1.0650024787901388e-05,348.38709677419354,65.95744680851064,73.505,40.71428571428572,12.173913043478262,45.637
1,27,14,35.145258602022245,5.876005033421034e-10,335.60439560439556,35.68627450980392,40.847,45.51724137931034,22.834645669291344,76.071
3,22,14,39.885154506661976,39.234896952536594,346.8965517241379,49.71428571428571,55.813,35.71428571428572,18.918918918918923,56.719
20,10,15,25.82086205273453,0.00013328177299648663,266.4,13.812154696132591,59.048,38.400000000000006,14.45086705202312,34.376
