Order1,Order2,Count,Norm,Norm_with_weight,H1,S1,L1,H2,S2,L2
27,25,13,1.2298160380134393,0.22496093267886458,45.517,22.835,75.098,47.368,21.839,65.882
20,9,13,13.078033086744753,3.6925309714142673e-08,266.4,13.812,64.51,336.0,2.959,33.137
19,5,13,81.02632854178364,0.46058054336734466,60.0,10.811,56.471,359.0,85.714,72.549
28,16,13,21.396916451378978,1.038645275755308e-08,60.0,19.512,83.922,320.0,6.024,51.176
16,5,13,81.1211040041184,0.00873725308777373,320.0,6.024,51.176,359.0,85.714,72.549
28,7,13,62.60309272079458,56.04094035362123,60.0,19.512,83.922,348.387,65.957,81.569
21,7,13,52.49697038670192,0.0009792185924610767,14.545,15.493,58.235,348.387,65.957,81.569
2,24,13,35.01529545385382,4.038654932327337,342.273,41.905,58.824,332.727,7.006,69.216
20,8,13,25.607746824674265,1.264732991500405e-10,266.4,13.812,64.51,50.526,13.103,28.431
7,30,13,56.99311837923454,47.939553266046886,348.387,65.957,81.569,42.128,59.494,84.51
26,4,13,68.86416902976237,8.61037334803718,300.0,11.864,76.863,359.524,74.118,66.667
5,12,13,75.38113081688498,1.2961015006024354e-08,359.0,85.714,72.549,31.2,12.563,39.02
25,3,13,43.338375464130806,43.305090511878845,47.368,21.839,65.882,346.897,49.714,65.686
16,6,13,80.8882484779741,3.533201493634518e-05,320.0,6.024,51.176,357.474,85.586,78.235
21,26,13,16.817377594817653,0.016282979038095727,14.545,15.493,58.235,300.0,11.864,76.863
7,28,13,62.60309272079458,56.04094035362123,348.387,65.957,81.569,60.0,19.512,83.922
14,3,13,43.647305501524805,0.0090846116053047,40.714,12.174,45.098,346.897,49.714,65.686
7,7,13,0.0,0.0,348.387,65.957,81.569,348.387,65.957,81.569
3,15,13,40.374551944100226,0.003678049127085371,346.897,49.714,65.686,34.054,16.444,44.118
8,7,13,60.9446648930748,1.815720899094919e-23,50.526,13.103,28.431,348.387,65.957,81.569
11,17,14,16.066265269186534,0.9188901726982354,310.0,6.122,38.431,42.162,14.625,50.392
16,12,14,12.055692593178895,0.6276141217105846,320.0,6.024,51.176,31.2,12.563,39.02
27,24,14,21.81403170422977,10.919988736875736,45.517,22.835,75.098,332.727,7.006,69.216
26,17,14,20.68222673004147,1.6954079059324697e-05,300.0,11.864,76.863,42.162,14.625,50.392
30,11,14,60.033853551630834,2.167057788834769e-17,42.128,59.494,84.51,310.0,6.122,38.431
17,26,14,20.68222673004147,1.6954079059324697e-05,42.162,14.625,50.392,300.0,11.864,76.863
21,11,14,13.999288304275296,0.005489259977978065,14.545,15.493,58.235,310.0,6.122,38.431
20,23,14,33.32514523904225,17.456294576419943,266.4,13.812,64.51,43.043,21.905,58.824
16,28,14,21.396916451378978,1.038645275755308e-08,320.0,6.024,51.176,60.0,19.512,83.922
20,13,14,17.799626324583404,0.00370475771689385,266.4,13.812,64.51,18.75,7.143,43.922
16,25,14,22.38633417900569,0.29615330731814776,320.0,6.024,51.176,47.368,21.839,65.882
29,16,14,30.327557733544968,1.3300077792270517e-12,0.0,34.694,90.392,320.0,6.024,51.176
20,28,14,32.46964225495289,0.017314528856112753,266.4,13.812,64.51,60.0,19.512,83.922
12,7,14,57.37984916563065,1.0806216352832752e-14,31.2,12.563,39.02,348.387,65.957,81.569
7,8,14,60.9446648930748,1.815720899094919e-23,348.387,65.957,81.569,50.526,13.103,28.431
8,11,14,15.442658102454514,2.0899365082218564,50.526,13.103,28.431,310.0,6.122,38.431
7,21,14,52.49697038670192,0.0009792185924610767,348.387,65.957,81.569,14.545,15.493,58.235
3,19,14,47.70673850449235,8.729849727467426,346.897,49.714,65.686,60.0,10.811,56.471
21,2,14,29.969608106876812,29.762386106565398,14.545,15.493,58.235,342.273,41.905,58.824
2,27,14,37.62829103500396,0.18841555974175891,342.273,41.905,58.824,45.517,22.835,75.098
7,14,14,59.30486381639452,1.6584201512641346e-10,348.387,65.957,81.569,40.714,12.174,45.098
1,27,14,35.14520638978296,0.0001187246220587545,335.604,35.686,50.0,45.517,22.835,75.098
3,22,14,39.88463217576205,7.298483531774606,346.897,49.714,65.686,35.714,18.919,56.471
20,10,15,25.82084336318617,1.9285391881980058e-07,266.4,13.812,64.51,38.4,14.451,33.922
11,12,15,13.106309998097172,13.01568766613935,310.0,6.122,38.431,31.2,12.563,39.02
24,12,15,10.717528791265623,1.289182036237606e-07,332.727,7.006,69.216,31.2,12.563,39.02
11,29,15,31.114315466386035,1.1003514662378517e-22,310.0,6.122,38.431,0.0,34.694,90.392
9,11,15,3.6974667405883945,2.1109101399953856,336.0,2.959,33.137,310.0,6.122,38.431
23,5,15,71.60630247644549,1.6547841767153613,43.043,21.905,58.824,359.0,85.714,72.549
24,17,15,13.819932214122225,0.011553722418935092,332.727,7.006,69.216,42.162,14.625,50.392
8,3,15,45.43663882288895,3.9990399709250397e-11,50.526,13.103,28.431,346.897,49.714,65.686
22,7,15,54.92402682779305,0.00018553979324390147,35.714,18.919,56.471,348.387,65.957,81.569
5,14,15,77.05340996535642,2.1952068133274287e-05,359.0,85.714,72.549,40.714,12.174,45.098
1,26,15,26.94031204171132,1.453731703035478e-05,335.604,35.686,50.0,300.0,11.864,76.863
5,9,15,82.99827932851252,2.6744028252502755e-12,359.0,85.714,72.549,336.0,2.959,33.137
20,15,15,27.178546987363607,0.006642643139008461,266.4,13.812,64.51,34.054,16.444,44.118
24,23,16,20.628333631935167,2.3792665544719718,332.727,7.006,69.216,43.043,21.905,58.824
11,9,16,3.6974667405883945,2.1109101399953856,310.0,6.122,38.431,336.0,2.959,33.137
28,2,16,42.29812515734969,0.0001428880191342433,60.0,19.512,83.922,342.273,41.905,58.824
8,16,16,14.471573273316142,0.0004645161467665211,50.526,13.103,28.431,320.0,6.024,51.176
15,11,16,16.941869810646573,8.87242969482494,34.054,16.444,44.118,310.0,6.122,38.431
21,5,16,70.90939427483235,1.1777325299901538,14.545,15.493,58.235,359.0,85.714,72.549
29,20,16,38.139514957015514,5.7928121679850466e-05,0.0,34.694,90.392,266.4,13.812,64.51
12,2,16,34.95823598733539,0.013707471518204976,31.2,12.563,39.02,342.273,41.905,58.824
24,8,16,13.489642018468585,4.805633785519634e-14,332.727,7.006,69.216,50.526,13.103,28.431
8,26,16,20.52943047436571,8.674510254143371e-20,50.526,13.103,28.431,300.0,11.864,76.863
28,5,16,78.14068543898921,5.880302943126779,60.0,19.512,83.922,359.0,85.714,72.549
27,2,16,37.62829103500396,0.18841555974175891,45.517,22.835,75.098,342.273,41.905,58.824
1,11,16,30.28095957526278,2.0827390911305192,335.604,35.686,50.0,310.0,6.122,38.431
16,15,16,15.882842696186222,5.864587639237568,320.0,6.024,51.176,34.054,16.444,44.118
3,21,16,36.70111090179349,12.090971346950562,346.897,49.714,65.686,14.545,15.493,58.235
27,1,16,35.14520638978296,0.0001187246220587545,45.517,22.835,75.098,335.604,35.686,50.0
2,25,16,38.23863263452812,14.11924909031852,342.273,41.905,58.824,47.368,21.839,65.882
2,30,16,52.83511027196728,9.82263564486126e-05,342.273,41.905,58.824,42.128,59.494,84.51
30,3,16,51.35820129366731,0.04293641911473812,42.128,59.494,84.51,346.897,49.714,65.686
8,20,16,25.607746824674265,1.264732991500405e-10,50.526,13.103,28.431,266.4,13.812,64.51
7,15,16,55.72108179177179,3.659207399478507e-11,348.387,65.957,81.569,34.054,16.444,44.118
27,26,17,28.41028161746535,26.6942078772001,45.517,22.835,75.098,300.0,11.864,76.863
20,19,17,23.982226117246327,6.5850541443377075,266.4,13.812,64.51,60.0,10.811,56.471
24,13,17,5.532505976577673,1.533936977264737e-05,332.727,7.006,69.216,18.75,7.143,43.922
20,22,17,29.661679791503452,8.14452196739963,266.4,13.812,64.51,35.714,18.919,56.471
19,20,17,23.982226117246327,6.5850541443377075,60.0,10.811,56.471,266.4,13.812,64.51
22,11,17,19.444677875070806,0.028976833922733914,35.714,18.919,56.471,310.0,6.122,38.431
9,20,17,13.078033086744753,3.6925309714142673e-08,336.0,2.959,33.137,266.4,13.812,64.51
30,30,17,0.0,0.0,42.128,59.494,84.51,42.128,59.494,84.51
22,2,17,34.197861633683836,30.613189233030944,35.714,18.919,56.471,342.273,41.905,58.824
28,3,17,47.83642442321261,0.06183742263886455,60.0,19.512,83.922,346.897,49.714,65.686
14,2,17,37.01665753086002,0.8549660613760586,40.714,12.174,45.098,342.273,41.905,58.824
14,7,17,59.30486381639452,1.6584201512641346e-10,40.714,12.174,45.098,348.387,65.957,81.569
14,5,17,77.05340996535642,2.1952068133274287e-05,40.714,12.174,45.098,359.0,85.714,72.549
29,5,17,51.02887649718783,0.08759237732336926,0.0,34.694,90.392,359.0,85.714,72.549
6,16,17,80.8882484779741,3.533201493634518e-05,357.474,85.586,78.235,320.0,6.024,51.176
5,13,17,79.0280495176144,6.020743908931229e-06,359.0,85.714,72.549,18.75,7.143,43.922
2,15,17,34.26079601962662,0.4532429459612201,342.273,41.905,58.824,34.054,16.444,44.118
5,19,17,81.02632854178364,0.46058054336734466,359.0,85.714,72.549,60.0,10.811,56.471
3,13,17,43.80918662288612,0.0033674806885146727,346.897,49.714,65.686,18.75,7.143,43.922
3,4,17,27.817129515947407,27.28684670971548,346.897,49.714,65.686,359.524,74.118,66.667
30,5,17,58.676680883598564,3.355940196873101,42.128,59.494,84.51,359.0,85.714,72.549
5,25,17,73.05238438248637,30.030063546133352,359.0,85.714,72.549,47.368,21.839,65.882
24,14,18,11.547867906183518,0.00010235558732820345,332.727,7.006,69.216,40.714,12.174,45.098
9,16,18,3.2825671020444758,0.004895275852500467,336.0,2.959,33.137,320.0,6.024,51.176
