R1,G1,B1,R2,G2,B2,Count,Norm,Norm_with_weight
233,107,108,194,106,132,24,15.282405584945622,0.5804458269623501
245,125,127,82,79,63,24,38.409050684543864,1.6392701498962963
194,106,132,233,107,108,24,20.726344592701608,20.50759260670293
233,107,108,173,82,119,24,23.353808805843183,6.855383709002403
173,160,127,182,171,176,25,39.50762983600431,0.029956798042022677
138,123,133,129,120,101,25,7.290777164973247,5.84334400728944
203,189,203,173,160,127,25,25.491100833941843,14.699575686547629
104,92,102,120,109,104,25,4.799737094781946,3.522602484249138
138,123,133,173,160,127,25,10.440320387341366,8.36761050147619
112,100,87,147,136,110,25,6.906137186901501,1.3084259400483869
239,225,192,187,179,149,25,2.275665446552057,0.0037847826586670354
156,156,132,194,106,132,25,43.6904801352455,1.8246373377689853
239,225,192,165,140,132,25,21.750953739180826,3.357989713021631
156,140,123,211,124,143,25,33.56309106160929,33.2446102045871
245,125,127,239,222,222,25,51.98203270288021,0.009361203276996343
211,124,143,194,106,132,25,33.7837220907614,15.964727656565502
156,140,123,182,171,176,26,18.442677265695,0.18121853406735214
138,123,133,120,109,104,26,8.77141669119812,7.030033149852712
104,92,102,129,120,101,26,18.338818845703543,0.07742345506311549
156,140,123,104,92,102,26,15.644795730390985,1.2334129908762652
112,100,87,131,115,94,26,4.811147217374182,0.9115124200752106
187,179,149,187,179,149,26,0.0,0.0
165,140,132,147,136,110,26,18.175909878608042,1.4883459632018972
239,222,222,206,199,177,26,21.43225516291532,3.9824831198986126
239,225,192,82,79,63,26,0.0,0.0
245,125,127,131,115,94,26,43.7381426687269,27.662273431528504
147,136,110,206,199,177,27,3.7423804235230795,0.03098736923959502
239,225,192,129,120,101,27,6.215714099051781,0.01033769131968284
129,120,101,203,189,203,27,13.019300162584653,0.8440597110943471
120,109,104,138,123,133,27,8.782706603280257,0.7358376990786877
129,120,101,138,123,133,27,11.580650171014746,10.141537434966343
239,222,222,147,136,110,27,21.129161939347266,0.07193044584283229
239,222,222,203,189,203,27,7.522888779787026,6.88958005098257
239,225,192,173,82,119,27,51.49282501059688,37.60476208483219
112,100,87,173,82,119,27,43.134931609497265,41.335864514845355
173,160,127,194,106,132,27,51.23529176819148,4.195434516673509
194,106,132,129,120,101,27,43.19731845828314,6.079454069596929
194,106,132,173,160,127,27,36.92899260280898,6.767029365096823
239,177,189,99,90,74,27,27.99747331390836,4.088023076235364
239,225,192,131,115,94,27,5.084596139669943,0.008456467678456677
203,189,203,129,120,101,28,10.461640465196862,0.06983050679575209
147,136,110,82,79,63,28,7.595779904607474,4.089559863767474
131,115,94,206,199,177,28,7.242718011602027,3.4613376791590222
182,171,176,99,90,74,28,12.417166253992367,12.09527669357859
239,225,192,87,82,84,28,3.783045086550888,3.6980336701864984
147,136,110,239,222,222,28,16.38865819811974,0.0030370295659140293
131,115,94,112,100,87,28,4.811147217374182,0.09965769855573878
239,222,222,187,179,149,28,0.8694590693467553,0.48280533552955557
131,115,94,147,136,110,28,2.4838360937685176,2.4838360937685176
120,109,104,194,106,132,28,40.624563492088356,15.579005909717104
82,79,63,173,82,119,28,45.126943626715956,39.07614137407233
87,82,84,239,225,192,28,18.551447448148036,18.480518269649803
233,107,108,206,199,177,28,53.01643560821627,2.013633824737729
